2018-07-16,1427,PHL,190
2018-01-08,1597,SLC,180
2018-01-04,262,MIA,143
2018-03-30,2625,OKC,62
2018-02-23,2410,PNS,107
2018-02-21,2333,EGE,150
2018-02-08,2477,GSP,136
2018-05-18,1726,LAX,203
2018-03-09,1402,SEA,268
2018-01-22,2360,MCO,164
2018-02-09,2433,MCO,156
2018-02-22,1010,STL,84
2018-07-29,2640,PBI,188
2018-04-27,1450,AUS,56
2018-03-28,2293,DCA,154
2018-01-04,1672,MSY,78
2018-03-30,2309,MSP,154
2018-07-12,2655,DEN,140
2018-07-13,35,SAT,59
2018-09-07,1561,PHX,213
2018-04-11,1010,STL,100
2018-07-31,34,EWR,202
2018-02-25,123,HNL,500
2018-07-30,2372,SAT,62
2018-05-28,1396,BNA,104
2018-03-18,2490,BDL,185
2018-08-20,2386,MIA,179
2018-01-11,2646,AUS,58
2018-08-17,1458,OKC,85
2018-06-07,2334,PHL,317
2018-07-19,374,MCI,79
2018-07-29,2784,IAD,168
2018-04-19,1174,GSP,123
2018-07-21,2641,PNS,100
2018-03-02,1233,ORD,127
2018-02-19,2226,DSM,102
2018-07-31,1996,MEM,82
2018-09-13,1207,LGA,193
2018-06-01,2673,BNA,101
2018-10-25,2347,COS,111
2018-08-05,2301,OKC,56
2018-01-03,2337,SAN,184
2018-02-26,2569,MKE,130
2018-05-18,2049,MIA,156
2018-01-02,1866,MCO,160
2018-07-27,2396,OKC,63
2018-04-13,1396,BNA,0
2018-07-25,1716,PIT,165
2018-01-10,599,GEG,218
2018-03-22,2410,PNS,98
2018-04-04,2624,PHL,190
2018-07-19,2236,CMH,134
2018-08-05,2554,SMF,211
2018-06-10,2487,MIA,162
2018-02-14,2555,MCO,158
2018-01-28,2337,SAN,181
2018-08-10,2502,BNA,117
2018-05-31,1583,TUS,136
2018-07-24,1560,MCO,157
2018-02-17,2246,OKC,55
2018-08-12,2769,MIA,159
2018-04-25,1472,STL,96
2018-05-28,1220,SEA,256
2018-01-30,1708,LAX,198
2018-02-16,2098,LAS,173
2018-05-09,2360,TPA,143
2018-06-09,346,MSY,89
2018-06-26,1449,GRR,143
2018-10-01,2735,SJC,205
2018-03-29,2418,JAX,124
2018-02-16,1643,PHL,176
2018-02-05,1257,LAX,200
2018-05-03,2195,BOI,190
2018-05-30,1350,SEA,237
2018-06-08,2686,GRR,166
2018-04-22,2632,SLC,165
2018-01-23,2649,LAX,209
2018-04-12,5,HNL,521
2018-05-03,1484,AUS,52
2018-06-04,1628,JAX,129
2018-01-05,2516,LAX,200
2018-10-28,1009,BNA,122
2018-04-18,218,MCO,144
